"id","municipio","distrito","seccion","tramo","desc_tramo","viviendas","total_poblacion","tercer_grado","total_entre_35_50","mujeres_mas_65","total_china","estudiantes_de_grado"
"604",2807906073,28079,6,73,2,"Entre 21.215€ y 23.140€",955,1725,290,433,180,3,20
"605",2807906074,28079,6,74,1,"Menos de 21.215€",805,1550,245,219,138,3,15
"606",2807906075,28079,6,75,5,"Entre 27.760€ y 31.040€",340,595,100,247,147,15,10
"607",2807906076,28079,6,76,6,"Entre 31.040€ y 34.950€",735,1280,400,196,146,20,30
"608",2807906077,28079,6,77,7,"Entre 34.950€ y 39.755€",380,570,270,154,171,10,10
"609",2807906078,28079,6,78,5,"Entre 27.760€ y 31.040€",515,620,275,260,120,3,10
"610",2807906079,28079,6,79,9,"Entre  46.300€ y 58.390€",610,1195,300,194,192,9,25
"611",2807906080,28079,6,80,5,"Entre 27.760€ y 31.040€",480,1195,105,229,126,9,10
"612",2807906081,28079,6,81,2,"Entre 21.215€ y 23.140€",905,2185,275,543,362,7,10
"613",2807906084,28079,6,84,1,"Menos de 21.215€",640,1295,110,334,183,4,0
"614",2807906085,28079,6,85,3,"Entre 23.140€ y 25.295€",470,845,170,411,188,8,10
"615",2807906089,28079,6,89,3,"Entre 23.140€ y 25.295€",565,1240,220,284,133,3,20
"616",2807906090,28079,6,90,4,"Entre 25.295€ y 27.760€",845,2055,720,528,186,27,75
"617",2807906091,28079,6,91,4,"Entre 25.295€ y 27.760€",770,1760,510,377,142,20,25
"618",2807906092,28079,6,92,6,"Entre 31.040€ y 34.950€",645,1090,320,274,150,17,25
"619",2807906093,28079,6,93,4,"Entre 25.295€ y 27.760€",585,1390,435,336,118,13,0
"620",2807906094,28079,6,94,4,"Entre 25.295€ y 27.760€",900,1530,365,542,164,18,10
"621",2807906095,28079,6,95,4,"Entre 25.295€ y 27.760€",530,1295,310,308,106,7,30
"622",2807906096,28079,6,96,3,"Entre 23.140€ y 25.295€",510,1200,295,305,107,12,0
"623",2807906097,28079,6,97,4,"Entre 25.295€ y 27.760€",565,1175,110,326,132,1,20
"624",2807906098,28079,6,98,4,"Entre 25.295€ y 27.760€",380,750,125,189,88,7,0
"625",2807906099,28079,6,99,2,"Entre 21.215€ y 23.140€",585,1120,180,399,132,16,15
"626",2807906101,28079,6,101,4,"Entre 25.295€ y 27.760€",755,1445,345,361,90,3,15
"627",2807906102,28079,6,102,4,"Entre 25.295€ y 27.760€",905,1540,440,477,146,20,0
"628",2807906103,28079,6,103,5,"Entre 27.760€ y 31.040€",740,1405,420,538,101,14,35
"629",2807906104,28079,6,104,3,"Entre 23.140€ y 25.295€",670,1280,390,361,94,12,0
"630",2807906105,28079,6,105,4,"Entre 25.295€ y 27.760€",1070,2685,845,510,178,31,105
"631",2807906106,28079,6,106,5,"Entre 27.760€ y 31.040€",665,1055,325,368,123,30,0
"632",2807906107,28079,6,107,5,"Entre 27.760€ y 31.040€",970,1835,355,336,202,20,30
"633",2807906108,28079,6,108,3,"Entre 23.140€ y 25.295€",890,1780,450,372,115,18,0
"634",2807906109,28079,6,109,4,"Entre 25.295€ y 27.760€",845,1480,415,574,193,20,0
"635",2807906110,28079,6,110,4,"Entre 25.295€ y 27.760€",835,2020,425,394,124,19,15
"636",2807906111,28079,6,111,5,"Entre 27.760€ y 31.040€",1065,2225,830,578,147,20,50
"637",2807906112,28079,6,112,4,"Entre 25.295€ y 27.760€",520,965,140,242,125,0,0
"638",2807906113,28079,6,113,5,"Entre 27.760€ y 31.040€",630,1015,385,285,102,8,20
"639",2807906114,28079,6,114,4,"Entre 25.295€ y 27.760€",990,2140,365,492,157,12,40
"640",2807906115,28079,6,115,3,"Entre 23.140€ y 25.295€",455,700,180,279,130,3,0
"641",2807906116,28079,6,116,4,"Entre 25.295€ y 27.760€",1050,2300,645,580,232,25,50
"642",2807906117,28079,6,117,5,"Entre 27.760€ y 31.040€",1110,2130,725,530,196,42,15
"643",2807906118,28079,6,118,5,"Entre 27.760€ y 31.040€",460,820,235,197,147,38,0
"644",2807906119,28079,6,119,4,"Entre 25.295€ y 27.760€",570,1235,340,238,116,17,0
"645",2807906120,28079,6,120,3,"Entre 23.140€ y 25.295€",590,1090,255,353,187,23,0
"646",2807906121,28079,6,121,4,"Entre 25.295€ y 27.760€",505,1030,175,304,172,15,35
"647",2807906122,28079,6,122,5,"Entre 27.760€ y 31.040€",745,1520,500,387,243,39,0
"648",2807906123,28079,6,123,3,"Entre 23.140€ y 25.295€",595,1125,215,347,141,33,15
"649",2807906124,28079,6,124,4,"Entre 25.295€ y 27.760€",570,790,290,278,134,19,25
"650",2807906125,28079,6,125,8,"Entre 39.755€ y 46.300€",800,1660,835,307,190,14,25
"651",2807906126,28079,6,126,4,"Entre 25.295€ y 27.760€",745,1390,460,351,122,15,0
"652",2807906127,28079,6,127,4,"Entre 25.295€ y 27.760€",620,1270,165,328,150,12,0
"653",2807906128,28079,6,128,3,"Entre 23.140€ y 25.295€",620,1240,60,295,241,5,25
"654",2807906129,28079,6,129,4,"Entre 25.295€ y 27.760€",1015,2135,575,499,182,40,25
"655",2807907001,28079,7,1,7,"Entre 34.950€ y 39.755€",980,1350,640,241,186,16,15
"656",2807907002,28079,7,2,8,"Entre 39.755€ y 46.300€",530,850,350,168,119,9,20
"657",2807907003,28079,7,3,6,"Entre 31.040€ y 34.950€",1015,1190,455,281,159,22,35
"658",2807907004,28079,7,4,7,"Entre 34.950€ y 39.755€",750,1160,610,200,149,5,15
"659",2807907005,28079,7,5,6,"Entre 31.040€ y 34.950€",520,515,200,147,108,14,0
"660",2807907006,28079,7,6,8,"Entre 39.755€ y 46.300€",1025,1715,915,263,296,4,0
"661",2807907007,28079,7,7,8,"Entre 39.755€ y 46.300€",535,620,325,192,146,2,0
"662",2807907008,28079,7,8,9,"Entre  46.300€ y 58.390€",750,1275,645,212,276,1,25
"663",2807907009,28079,7,9,6,"Entre 31.040€ y 34.950€",590,860,310,178,128,19,30
"664",2807907010,28079,7,10,8,"Entre 39.755€ y 46.300€",570,1040,430,243,145,7,10
"665",2807907011,28079,7,11,5,"Entre 27.760€ y 31.040€",765,1240,360,264,183,12,35
"666",2807907012,28079,7,12,8,"Entre 39.755€ y 46.300€",905,1760,670,286,216,20,15
"667",2807907013,28079,7,13,8,"Entre 39.755€ y 46.300€",500,800,390,143,145,4,0
"668",2807907014,28079,7,14,7,"Entre 34.950€ y 39.755€",675,1510,815,180,191,16,20
"669",2807907016,28079,7,16,6,"Entre 31.040€ y 34.950€",610,1335,575,327,213,16,95
"670",2807907017,28079,7,17,8,"Entre 39.755€ y 46.300€",615,830,380,166,162,1,0
"671",2807907018,28079,7,18,8,"Entre 39.755€ y 46.300€",710,1590,680,269,260,13,30
"672",2807907019,28079,7,19,9,"Entre  46.300€ y 58.390€",610,1245,760,221,161,6,15
"673",2807907021,28079,7,21,9,"Entre  46.300€ y 58.390€",1190,2125,1095,313,300,10,35
"674",2807907023,28079,7,23,9,"Entre  46.300€ y 58.390€",550,1130,560,177,155,6,10
"675",2807907024,28079,7,24,7,"Entre 34.950€ y 39.755€",405,860,180,152,119,1,0
"676",2807907025,28079,7,25,7,"Entre 34.950€ y 39.755€",610,1030,360,262,165,30,20
"677",2807907026,28079,7,26,7,"Entre 34.950€ y 39.755€",950,1745,525,384,293,8,10
"678",2807907028,28079,7,28,8,"Entre 39.755€ y 46.300€",555,1010,255,244,226,4,45
"679",2807907030,28079,7,30,7,"Entre 34.950€ y 39.755€",545,1125,615,238,179,11,0
"680",2807907031,28079,7,31,7,"Entre 34.950€ y 39.755€",535,1145,470,172,121,7,55
"681",2807907032,28079,7,32,5,"Entre 27.760€ y 31.040€",990,1410,520,276,216,10,30
"682",2807907034,28079,7,34,6,"Entre 31.040€ y 34.950€",1045,1770,580,315,215,7,40
"683",2807907035,28079,7,35,6,"Entre 31.040€ y 34.950€",530,820,250,197,124,9,0
"684",2807907036,28079,7,36,7,"Entre 34.950€ y 39.755€",1030,1795,935,376,191,13,0
"685",2807907038,28079,7,38,6,"Entre 31.040€ y 34.950€",765,970,335,228,160,15,0
"686",2807907039,28079,7,39,7,"Entre 34.950€ y 39.755€",595,1145,355,209,128,8,10
"687",2807907040,28079,7,40,5,"Entre 27.760€ y 31.040€",855,1610,835,219,166,5,30
"688",2807907041,28079,7,41,7,"Entre 34.950€ y 39.755€",625,1015,430,315,181,9,35
"689",2807907042,28079,7,42,10,"Más de 58.390€",410,1070,630,154,138,0,10
"690",2807907043,28079,7,43,9,"Entre  46.300€ y 58.390€",405,895,360,234,210,4,15
"691",2807907044,28079,7,44,10,"Más de 58.390€",415,955,585,161,168,6,10
"692",2807907045,28079,7,45,6,"Entre 31.040€ y 34.950€",715,1120,355,248,115,9,85
"693",2807907046,28079,7,46,7,"Entre 34.950€ y 39.755€",665,1135,555,188,98,12,0
"694",2807907047,28079,7,47,8,"Entre 39.755€ y 46.300€",675,815,250,217,167,8,10
"695",2807907048,28079,7,48,9,"Entre  46.300€ y 58.390€",855,1620,585,356,277,3,25
"696",2807907049,28079,7,49,9,"Entre  46.300€ y 58.390€",450,930,370,135,114,3,15
"697",2807907050,28079,7,50,7,"Entre 34.950€ y 39.755€",660,905,410,199,101,0,25
"698",2807907051,28079,7,51,7,"Entre 34.950€ y 39.755€",525,825,290,196,78,13,0
"699",2807907052,28079,7,52,7,"Entre 34.950€ y 39.755€",440,495,235,158,100,4,0
"700",2807907053,28079,7,53,6,"Entre 31.040€ y 34.950€",1025,1575,900,361,151,18,35
"701",2807907055,28079,7,55,7,"Entre 34.950€ y 39.755€",485,575,325,173,88,9,20
"702",2807907056,28079,7,56,7,"Entre 34.950€ y 39.755€",475,720,335,218,90,10,15
"703",2807907057,28079,7,57,8,"Entre 39.755€ y 46.300€",680,995,480,338,219,13,45
"704",2807907058,28079,7,58,6,"Entre 31.040€ y 34.950€",1020,1410,585,316,165,3,0
"705",2807907059,28079,7,59,7,"Entre 34.950€ y 39.755€",575,1200,425,212,94,1,10
"706",2807907060,28079,7,60,7,"Entre 34.950€ y 39.755€",500,775,295,212,126,9,10
"707",2807907061,28079,7,61,7,"Entre 34.950€ y 39.755€",835,1205,650,294,191,9,20
"708",2807907062,28079,7,62,6,"Entre 31.040€ y 34.950€",405,600,195,247,114,1,0
"709",2807907063,28079,7,63,9,"Entre  46.300€ y 58.390€",765,1225,485,282,189,5,10
"710",2807907064,28079,7,64,8,"Entre 39.755€ y 46.300€",540,920,355,215,167,4,10
"711",2807907065,28079,7,65,5,"Entre 27.760€ y 31.040€",875,1475,635,330,162,17,20
"712",2807907066,28079,7,66,6,"Entre 31.040€ y 34.950€",825,1410,645,276,137,8,25
"713",2807907067,28079,7,67,8,"Entre 39.755€ y 46.300€",655,1250,555,254,155,5,0
"714",2807907068,28079,7,68,8,"Entre 39.755€ y 46.300€",425,885,415,248,143,4,20
"715",2807907069,28079,7,69,7,"Entre 34.950€ y 39.755€",375,600,195,256,134,10,0
"716",2807907070,28079,7,70,7,"Entre 34.950€ y 39.755€",905,1595,805,322,148,10,35
"717",2807907071,28079,7,71,8,"Entre 39.755€ y 46.300€",505,770,410,231,132,4,10
"718",2807907072,28079,7,72,9,"Entre  46.300€ y 58.390€",905,1475,720,345,206,2,45
"719",2807907073,28079,7,73,9,"Entre  46.300€ y 58.390€",775,1230,470,295,198,11,15
"720",2807907075,28079,7,75,10,"Más de 58.390€",455,960,605,231,147,2,10
"721",2807907076,28079,7,76,10,"Más de 58.390€",475,700,335,180,207,1,15
"722",2807907078,28079,7,78,10,"Más de 58.390€",525,975,455,218,128,3,30
"723",2807907079,28079,7,79,9,"Entre  46.300€ y 58.390€",505,765,450,207,105,4,20
"724",2807907080,28079,7,80,10,"Más de 58.390€",740,1370,710,291,190,5,35
"725",2807907081,28079,7,81,10,"Más de 58.390€",320,760,385,291,147,1,10
"726",2807907082,28079,7,82,10,"Más de 58.390€",535,830,460,258,127,3,35
"727",2807907083,28079,7,83,10,"Más de 58.390€",330,685,320,155,112,4,0
"728",2807907084,28079,7,84,10,"Más de 58.390€",395,840,345,235,184,0,0
"729",2807907085,28079,7,85,10,"Más de 58.390€",675,1470,735,290,370,2,0
"730",2807907086,28079,7,86,10,"Más de 58.390€",415,870,470,172,117,0,10
"731",2807907087,28079,7,87,10,"Más de 58.390€",460,1030,550,212,114,3,0
"732",2807907088,28079,7,88,9,"Entre  46.300€ y 58.390€",575,1265,555,248,157,5,0
"733",2807907089,28079,7,89,7,"Entre 34.950€ y 39.755€",670,1470,620,309,204,24,10
"734",2807907090,28079,7,90,6,"Entre 31.040€ y 34.950€",500,755,310,261,114,3,10
"735",2807907091,28079,7,91,6,"Entre 31.040€ y 34.950€",445,655,220,191,276,3,0
"736",2807907092,28079,7,92,10,"Más de 58.390€",590,660,325,272,182,3,10
"737",2807907093,28079,7,93,10,"Más de 58.390€",420,945,350,247,187,4,30
"738",2807907094,28079,7,94,10,"Más de 58.390€",635,1310,580,329,235,6,40
"739",2807907095,28079,7,95,10,"Más de 58.390€",465,1115,450,291,174,2,40
"740",2807907096,28079,7,96,9,"Entre  46.300€ y 58.390€",800,1195,720,205,137,3,20
"741",2807907097,28079,7,97,7,"Entre 34.950€ y 39.755€",570,1135,595,206,92,7,35
"742",2807907098,28079,7,98,9,"Entre  46.300€ y 58.390€",500,1170,670,215,163,1,45
"743",2807907099,28079,7,99,7,"Entre 34.950€ y 39.755€",555,1060,415,214,137,0,20
"744",2807907100,28079,7,100,7,"Entre 34.950€ y 39.755€",705,1005,545,270,93,20,10
"745",2807907101,28079,7,101,6,"Entre 31.040€ y 34.950€",965,1830,720,326,171,7,50
"746",2807907102,28079,7,102,7,"Entre 34.950€ y 39.755€",640,1210,605,364,179,10,30
"747",2807907103,28079,7,103,7,"Entre 34.950€ y 39.755€",805,1090,565,367,202,3,50
"748",2807907105,28079,7,105,9,"Entre  46.300€ y 58.390€",630,1160,620,230,180,8,0
"749",2807907106,28079,7,106,9,"Entre  46.300€ y 58.390€",670,915,545,265,208,21,25
"750",2807907107,28079,7,107,9,"Entre  46.300€ y 58.390€",495,965,480,225,207,4,25
"751",2807907108,28079,7,108,8,"Entre 39.755€ y 46.300€",465,875,335,246,134,6,0
"752",2807907109,28079,7,109,8,"Entre 39.755€ y 46.300€",560,760,455,308,244,11,0
"753",2807907110,28079,7,110,5,"Entre 27.760€ y 31.040€",595,835,435,232,183,4,20
"754",2807907111,28079,7,111,9,"Entre  46.300€ y 58.390€",790,1420,580,292,233,4,50
"755",2807907112,28079,7,112,9,"Entre  46.300€ y 58.390€",430,875,475,119,105,9,10
"756",2807907113,28079,7,113,6,"Entre 31.040€ y 34.950€",450,895,275,141,110,6,35
"757",2807907114,28079,7,114,9,"Entre  46.300€ y 58.390€",910,2000,905,316,323,9,10
"758",2807907115,28079,7,115,10,"Más de 58.390€",1070,1630,630,320,203,5,10
"759",2807907116,28079,7,116,10,"Más de 58.390€",515,1150,425,214,175,6,25
"760",2807907117,28079,7,117,6,"Entre 31.040€ y 34.950€",730,1240,540,325,191,11,10
"761",2807907118,28079,7,118,7,"Entre 34.950€ y 39.755€",1085,1295,555,308,201,18,0
"762",2807907119,28079,7,119,7,"Entre 34.950€ y 39.755€",820,1290,640,290,203,7,35
"763",2807907120,28079,7,120,9,"Entre  46.300€ y 58.390€",585,980,460,238,169,4,15
"764",2807907121,28079,7,121,10,"Más de 58.390€",895,2275,1195,342,279,0,25
"765",2807907122,28079,7,122,8,"Entre 39.755€ y 46.300€",755,1475,740,247,153,6,0
"766",2807907123,28079,7,123,9,"Entre  46.300€ y 58.390€",625,1215,540,237,174,7,25
"767",2807907124,28079,7,124,10,"Más de 58.390€",375,685,215,127,117,0,10
"768",2807907125,28079,7,125,10,"Más de 58.390€",425,980,560,159,187,3,10
"769",2807907126,28079,7,126,9,"Entre  46.300€ y 58.390€",435,1075,405,194,195,1,0
"770",2807907127,28079,7,127,8,"Entre 39.755€ y 46.300€",795,1095,620,269,279,7,30
"771",2807907128,28079,7,128,10,"Más de 58.390€",415,945,430,128,146,2,10
"772",2807907129,28079,7,129,9,"Entre  46.300€ y 58.390€",570,835,295,145,186,4,35
"773",2807907130,28079,7,130,10,"Más de 58.390€",555,1140,565,228,186,2,35
"774",2807907131,28079,7,131,10,"Más de 58.390€",605,1385,715,217,221,1,45
"775",2807907132,28079,7,132,10,"Más de 58.390€",525,745,415,169,342,2,0
"776",2807907133,28079,7,133,10,"Más de 58.390€",560,1090,495,230,255,0,20
"777",2807907134,28079,7,134,8,"Entre 39.755€ y 46.300€",290,665,205,157,109,1,40
"778",2807907135,28079,7,135,9,"Entre  46.300€ y 58.390€",510,865,370,194,251,6,10
"779",2807908001,28079,8,1,6,"Entre 31.040€ y 34.950€",430,870,130,180,156,0,10
"780",2807908002,28079,8,2,9,"Entre  46.300€ y 58.390€",270,380,40,165,104,0,0
"781",2807908003,28079,8,3,6,"Entre 31.040€ y 34.950€",610,1430,265,243,216,4,70
"782",2807908004,28079,8,4,7,"Entre 34.950€ y 39.755€",265,620,125,161,87,0,0
"783",2807908005,28079,8,5,10,"Más de 58.390€",485,1040,435,192,133,2,35
"784",2807908006,28079,8,6,10,"Más de 58.390€",465,1290,615,186,166,0,130
"785",2807908007,28079,8,7,10,"Más de 58.390€",490,1120,580,228,184,0,10
"786",2807908008,28079,8,8,10,"Más de 58.390€",590,1760,630,280,198,11,35
"787",2807908009,28079,8,9,8,"Entre 39.755€ y 46.300€",870,1765,555,316,237,6,0
"788",2807908010,28079,8,10,8,"Entre 39.755€ y 46.300€",395,775,200,162,136,16,30
"789",2807908011,28079,8,11,5,"Entre 27.760€ y 31.040€",290,795,140,141,109,5,55
"790",2807908012,28079,8,12,10,"Más de 58.390€",420,1125,345,231,131,3,20
"791",2807908013,28079,8,13,10,"Más de 58.390€",815,2135,965,450,300,3,20
"792",2807908014,28079,8,14,9,"Entre  46.300€ y 58.390€",300,710,175,145,135,0,25
"793",2807908015,28079,8,15,8,"Entre 39.755€ y 46.300€",410,875,330,187,164,3,10
"794",2807908016,28079,8,16,2,"Entre 21.215€ y 23.140€",455,695,60,207,136,2,0
"795",2807908017,28079,8,17,8,"Entre 39.755€ y 46.300€",635,1495,440,390,203,15,45
"796",2807908018,28079,8,18,2,"Entre 21.215€ y 23.140€",440,850,140,198,111,8,0
"797",2807908019,28079,8,19,3,"Entre 23.140€ y 25.295€",425,765,105,193,133,2,0
"798",2807908020,28079,8,20,6,"Entre 31.040€ y 34.950€",430,905,225,167,181,13,10
"799",2807908021,28079,8,21,5,"Entre 27.760€ y 31.040€",545,1115,75,229,183,22,10
"800",2807908022,28079,8,22,6,"Entre 31.040€ y 34.950€",450,930,200,184,151,20,0
"801",2807908023,28079,8,23,6,"Entre 31.040€ y 34.950€",560,1360,325,225,157,13,20
"802",2807908024,28079,8,24,8,"Entre 39.755€ y 46.300€",815,2035,895,366,192,6,65
"803",2807908025,28079,8,25,5,"Entre 27.760€ y 31.040€",315,835,65,167,192,5,10
"804",2807908026,28079,8,26,6,"Entre 31.040€ y 34.950€",725,1580,300,336,258,13,25
"805",2807908027,28079,8,27,6,"Entre 31.040€ y 34.950€",645,1210,210,296,264,17,20
"806",2807908028,28079,8,28,6,"Entre 31.040€ y 34.950€",545,1005,260,263,254,17,0
"807",2807908029,28079,8,29,8,"Entre 39.755€ y 46.300€",595,1290,355,317,291,9,60
"808",2807908030,28079,8,30,8,"Entre 39.755€ y 46.300€",540,1380,370,344,326,2,0
"809",2807908031,28079,8,31,9,"Entre  46.300€ y 58.390€",640,1270,610,326,301,0,50
"810",2807908032,28079,8,32,6,"Entre 31.040€ y 34.950€",360,665,225,148,137,23,20
"811",2807908033,28079,8,33,10,"Más de 58.390€",335,875,440,202,183,3,0
"812",2807908034,28079,8,34,10,"Más de 58.390€",635,1580,950,302,302,0,90
"813",2807908035,28079,8,35,10,"Más de 58.390€",525,1215,660,281,226,0,40
"814",2807908036,28079,8,36,9,"Entre  46.300€ y 58.390€",510,1360,500,278,286,9,35
"815",2807908037,28079,8,37,9,"Entre  46.300€ y 58.390€",280,660,235,139,128,1,0
"816",2807908038,28079,8,38,9,"Entre  46.300€ y 58.390€",385,1010,375,142,211,0,10
"817",2807908039,28079,8,39,9,"Entre  46.300€ y 58.390€",445,1045,430,220,205,6,30
"818",2807908040,28079,8,40,9,"Entre  46.300€ y 58.390€",345,855,395,191,215,3,10
"819",2807908041,28079,8,41,7,"Entre 34.950€ y 39.755€",305,615,155,171,150,12,0
"820",2807908042,28079,8,42,8,"Entre 39.755€ y 46.300€",675,1485,510,319,302,7,20
"821",2807908043,28079,8,43,10,"Más de 58.390€",530,1380,515,226,230,5,10
"822",2807908044,28079,8,44,9,"Entre  46.300€ y 58.390€",520,1470,545,233,238,13,65
"823",2807908045,28079,8,45,6,"Entre 31.040€ y 34.950€",535,865,150,211,188,5,70
"824",2807908046,28079,8,46,5,"Entre 27.760€ y 31.040€",520,1045,145,266,200,22,0
"825",2807908047,28079,8,47,4,"Entre 25.295€ y 27.760€",610,1330,260,301,216,32,10
"826",2807908048,28079,8,48,4,"Entre 25.295€ y 27.760€",535,940,210,251,204,8,0
"827",2807908049,28079,8,49,9,"Entre  46.300€ y 58.390€",970,2315,915,686,138,14,110
"828",2807908050,28079,8,50,7,"Entre 34.950€ y 39.755€",770,1950,425,337,242,6,125
"829",2807908051,28079,8,51,8,"Entre 39.755€ y 46.300€",500,1375,325,210,204,21,10
"830",2807908052,28079,8,52,7,"Entre 34.950€ y 39.755€",825,1985,575,511,217,31,10
"831",2807908053,28079,8,53,2,"Entre 21.215€ y 23.140€",655,1360,200,289,168,10,10
"832",2807908054,28079,8,54,8,"Entre 39.755€ y 46.300€",685,1780,515,230,212,14,30
"833",2807908055,28079,8,55,9,"Entre  46.300€ y 58.390€",640,1745,630,279,289,7,35
"834",2807908056,28079,8,56,9,"Entre  46.300€ y 58.390€",630,1165,580,251,272,6,25
"835",2807908057,28079,8,57,8,"Entre 39.755€ y 46.300€",555,1135,590,212,264,8,10
"836",2807908058,28079,8,58,9,"Entre  46.300€ y 58.390€",415,1055,520,192,172,12,10
"837",2807908059,28079,8,59,9,"Entre  46.300€ y 58.390€",485,965,590,146,189,1,0
"838",2807908060,28079,8,60,9,"Entre  46.300€ y 58.390€",645,1410,645,239,268,9,85
"839",2807908061,28079,8,61,5,"Entre 27.760€ y 31.040€",450,850,105,242,137,3,20
"840",2807908062,28079,8,62,4,"Entre 25.295€ y 27.760€",370,785,165,168,122,6,0
"841",2807908063,28079,8,63,2,"Entre 21.215€ y 23.140€",510,1290,85,198,134,0,0
"842",2807908064,28079,8,64,2,"Entre 21.215€ y 23.140€",615,1045,205,297,194,1,20
"843",2807908065,28079,8,65,2,"Entre 21.215€ y 23.140€",520,840,75,245,161,5,0
"844",2807908066,28079,8,66,3,"Entre 23.140€ y 25.295€",415,920,65,189,136,5,0
"845",2807908067,28079,8,67,3,"Entre 23.140€ y 25.295€",835,1400,300,358,223,4,20
"846",2807908068,28079,8,68,3,"Entre 23.140€ y 25.295€",485,955,100,260,159,14,10
"847",2807908069,28079,8,69,3,"Entre 23.140€ y 25.295€",420,750,70,196,141,10,0
"848",2807908071,28079,8,71,3,"Entre 23.140€ y 25.295€",530,930,220,209,177,3,25
"849",2807908072,28079,8,72,4,"Entre 25.295€ y 27.760€",585,1065,255,222,163,8,0
"850",2807908073,28079,8,73,3,"Entre 23.140€ y 25.295€",470,925,110,205,156,14,10
"851",2807908074,28079,8,74,4,"Entre 25.295€ y 27.760€",550,1120,135,256,153,9,0
"852",2807908075,28079,8,75,3,"Entre 23.140€ y 25.295€",490,640,85,225,154,12,50
"853",2807908076,28079,8,76,4,"Entre 25.295€ y 27.760€",310,705,90,239,130,8,20
"854",2807908077,28079,8,77,4,"Entre 25.295€ y 27.760€",425,990,190,247,154,16,0
"855",2807908078,28079,8,78,5,"Entre 27.760€ y 31.040€",405,935,185,199,146,6,0
"856",2807908079,28079,8,79,6,"Entre 31.040€ y 34.950€",545,920,205,232,187,1,10
"857",2807908080,28079,8,80,4,"Entre 25.295€ y 27.760€",650,1055,270,257,156,7,20
"858",2807908081,28079,8,81,5,"Entre 27.760€ y 31.040€",420,765,235,202,183,1,10
"859",2807908082,28079,8,82,4,"Entre 25.295€ y 27.760€",510,950,270,238,149,10,10
"860",2807908083,28079,8,83,3,"Entre 23.140€ y 25.295€",575,1115,190,238,180,8,0
"861",2807908084,28079,8,84,3,"Entre 23.140€ y 25.295€",480,930,200,236,149,4,10
"862",2807908085,28079,8,85,4,"Entre 25.295€ y 27.760€",395,1115,200,211,128,13,35
"863",2807908086,28079,8,86,4,"Entre 25.295€ y 27.760€",450,750,130,187,148,10,0
"864",2807908087,28079,8,87,3,"Entre 23.140€ y 25.295€",260,625,155,211,127,16,0
"865",2807908088,28079,8,88,3,"Entre 23.140€ y 25.295€",470,800,160,210,118,11,20
"866",2807908089,28079,8,89,4,"Entre 25.295€ y 27.760€",360,685,90,184,120,3,0
"867",2807908090,28079,8,90,9,"Entre  46.300€ y 58.390€",545,1030,325,228,238,1,30
"868",2807908091,28079,8,91,5,"Entre 27.760€ y 31.040€",340,645,100,214,164,12,10
"869",2807908092,28079,8,92,6,"Entre 31.040€ y 34.950€",480,995,205,210,192,13,10
"870",2807908093,28079,8,93,7,"Entre 34.950€ y 39.755€",410,980,405,222,199,11,0
"871",2807908094,28079,8,94,8,"Entre 39.755€ y 46.300€",465,985,345,242,196,8,50
"872",2807908095,28079,8,95,9,"Entre  46.300€ y 58.390€",715,1805,835,286,268,2,50
"873",2807908096,28079,8,96,9,"Entre  46.300€ y 58.390€",540,1295,645,247,252,10,20
"874",2807908097,28079,8,97,10,"Más de 58.390€",360,815,410,131,115,1,30
"875",2807908098,28079,8,98,10,"Más de 58.390€",590,1540,770,401,232,7,50
"876",2807908099,28079,8,99,9,"Entre  46.300€ y 58.390€",480,1285,610,282,174,7,80
"877",2807908100,28079,8,100,10,"Más de 58.390€",425,1265,600,230,176,3,110
"878",2807908102,28079,8,102,10,"Más de 58.390€",605,1640,875,322,255,8,0
"879",2807908103,28079,8,103,10,"Más de 58.390€",465,1260,620,227,212,2,20
"880",2807908104,28079,8,104,3,"Entre 23.140€ y 25.295€",690,1680,170,261,161,17,25
"881",2807908105,28079,8,105,3,"Entre 23.140€ y 25.295€",355,705,200,194,123,6,20
"882",2807908106,28079,8,106,2,"Entre 21.215€ y 23.140€",445,755,150,228,105,13,0
"883",2807908107,28079,8,107,2,"Entre 21.215€ y 23.140€",315,570,140,173,114,11,0
"884",2807908108,28079,8,108,3,"Entre 23.140€ y 25.295€",315,475,70,158,145,3,0
"885",2807908109,28079,8,109,4,"Entre 25.295€ y 27.760€",610,1325,170,273,196,6,0
"886",2807908110,28079,8,110,6,"Entre 31.040€ y 34.950€",535,1055,285,213,227,1,20
"887",2807908111,28079,8,111,8,"Entre 39.755€ y 46.300€",575,1185,445,277,237,9,30
"888",2807908112,28079,8,112,1,"Menos de 21.215€",335,800,35,213,161,4,20
"889",2807908113,28079,8,113,6,"Entre 31.040€ y 34.950€",390,870,190,205,179,9,0
"890",2807908114,28079,8,114,2,"Entre 21.215€ y 23.140€",375,705,90,212,95,5,20
"891",2807908115,28079,8,115,3,"Entre 23.140€ y 25.295€",310,675,70,245,120,7,20
"892",2807908116,28079,8,116,3,"Entre 23.140€ y 25.295€",425,840,50,166,131,8,0
"893",2807908117,28079,8,117,4,"Entre 25.295€ y 27.760€",390,920,195,195,142,10,15
"894",2807908119,28079,8,119,4,"Entre 25.295€ y 27.760€",710,1165,230,367,243,14,35
"895",2807908120,28079,8,120,4,"Entre 25.295€ y 27.760€",530,700,120,238,146,21,30
