"id","municipio","distrito","seccion","tramo","desc_tramo","viviendas","total_poblacion","tercer_grado","total_entre_35_50","mujeres_mas_65","total_china","estudiantes_de_grado"
"1194",2807910170,28079,10,170,5,"Entre 27.760€ y 31.040€",545,1345,200,299,153,3,0
"1195",2807910171,28079,10,171,5,"Entre 27.760€ y 31.040€",560,1250,290,241,201,0,0
"1196",2807910172,28079,10,172,5,"Entre 27.760€ y 31.040€",420,955,255,156,127,1,0
"1197",2807910173,28079,10,173,6,"Entre 31.040€ y 34.950€",750,1480,220,368,237,3,25
"1198",2807910174,28079,10,174,5,"Entre 27.760€ y 31.040€",445,1115,150,197,172,3,10
"1199",2807910175,28079,10,175,5,"Entre 27.760€ y 31.040€",400,945,110,202,147,3,0
"1200",2807910176,28079,10,176,5,"Entre 27.760€ y 31.040€",630,1565,300,291,220,2,20
"1201",2807910178,28079,10,178,6,"Entre 31.040€ y 34.950€",510,1030,135,224,208,0,0
"1202",2807910179,28079,10,179,2,"Entre 21.215€ y 23.140€",600,1140,45,255,250,6,0
"1203",2807910180,28079,10,180,5,"Entre 27.760€ y 31.040€",585,1315,250,332,211,1,20
"1204",2807910181,28079,10,181,3,"Entre 23.140€ y 25.295€",685,1520,185,262,241,1,25
"1205",2807910182,28079,10,182,1,"Menos de 21.215€",720,1170,275,308,174,3,0
"1206",2807910183,28079,10,183,5,"Entre 27.760€ y 31.040€",450,940,240,222,178,0,0
"1207",2807910184,28079,10,184,6,"Entre 31.040€ y 34.950€",505,1150,115,188,216,5,10
"1208",2807910185,28079,10,185,5,"Entre 27.760€ y 31.040€",375,940,160,197,114,0,10
"1209",2807910187,28079,10,187,4,"Entre 25.295€ y 27.760€",670,1420,190,268,178,0,0
"1210",2807910188,28079,10,188,4,"Entre 25.295€ y 27.760€",640,1370,165,230,169,3,40
"1211",2807910189,28079,10,189,4,"Entre 25.295€ y 27.760€",825,1730,145,313,283,6,45
"1212",2807910190,28079,10,190,4,"Entre 25.295€ y 27.760€",590,1200,115,268,198,10,25
"1213",2807910191,28079,10,191,4,"Entre 25.295€ y 27.760€",745,1800,180,370,287,6,0
"1214",2807910192,28079,10,192,6,"Entre 31.040€ y 34.950€",510,1185,195,321,285,6,10
"1215",2807910193,28079,10,193,3,"Entre 23.140€ y 25.295€",380,735,25,138,194,0,10
"1216",2807910194,28079,10,194,6,"Entre 31.040€ y 34.950€",460,995,310,231,159,0,0
"1217",2807910196,28079,10,196,5,"Entre 27.760€ y 31.040€",355,675,190,165,66,0,0
"1218",2807910197,28079,10,197,5,"Entre 27.760€ y 31.040€",595,1450,270,327,185,0,0
"1219",2807910198,28079,10,198,6,"Entre 31.040€ y 34.950€",655,1695,255,282,232,0,0
"1220",2807910199,28079,10,199,5,"Entre 27.760€ y 31.040€",835,2070,390,331,335,18,35
"1221",2807910201,28079,10,201,6,"Entre 31.040€ y 34.950€",535,1140,230,219,189,3,0
"1222",2807910202,28079,10,202,6,"Entre 31.040€ y 34.950€",290,700,160,137,141,0,0
"1223",2807910203,28079,10,203,5,"Entre 27.760€ y 31.040€",840,1545,155,351,313,13,10
"1224",2807910204,28079,10,204,4,"Entre 25.295€ y 27.760€",520,1180,140,186,168,9,0
"1225",2807910205,28079,10,205,9,"Entre  46.300€ y 58.390€",620,1670,485,188,235,13,30
"1226",2807910206,28079,10,206,7,"Entre 34.950€ y 39.755€",845,1850,670,308,206,20,0
"1227",2807910207,28079,10,207,8,"Entre 39.755€ y 46.300€",700,1350,390,266,301,3,10
"1228",2807910209,28079,10,209,6,"Entre 31.040€ y 34.950€",755,1650,445,251,211,5,20
"1229",2807910210,28079,10,210,5,"Entre 27.760€ y 31.040€",470,1265,325,233,195,3,20
"1230",2807910211,28079,10,211,6,"Entre 31.040€ y 34.950€",695,1145,420,175,191,10,20
"1231",2807910212,28079,10,212,8,"Entre 39.755€ y 46.300€",395,960,245,128,119,2,0
"1232",2807910213,28079,10,213,8,"Entre 39.755€ y 46.300€",1060,2560,720,508,139,3,70
"1233",2807910214,28079,10,214,6,"Entre 31.040€ y 34.950€",810,2355,560,354,131,2,40
"1234",2807910215,28079,10,215,8,"Entre 39.755€ y 46.300€",535,1080,295,324,91,11,0
"1235",2807910216,28079,10,216,7,"Entre 34.950€ y 39.755€",1265,2465,835,1007,123,14,35
"1236",2807910217,28079,10,217,5,"Entre 27.760€ y 31.040€",560,1000,355,212,151,6,35
"1237",2807910218,28079,10,218,9,"Entre  46.300€ y 58.390€",495,1295,365,334,50,5,80
"1238",2807910219,28079,10,219,7,"Entre 34.950€ y 39.755€",685,1635,420,241,80,2,30
"1239",2807910220,28079,10,220,6,"Entre 31.040€ y 34.950€",1260,2310,710,987,62,12,15
"1240",2807911001,28079,11,1,4,"Entre 25.295€ y 27.760€",715,1305,385,257,165,8,0
"1241",2807911002,28079,11,2,5,"Entre 27.760€ y 31.040€",850,1715,565,354,293,24,15
"1242",2807911003,28079,11,3,6,"Entre 31.040€ y 34.950€",1020,1815,595,379,331,14,0
"1243",2807911004,28079,11,4,6,"Entre 31.040€ y 34.950€",845,1870,460,307,239,9,55
"1244",2807911005,28079,11,5,5,"Entre 27.760€ y 31.040€",550,1110,265,252,239,4,20
"1245",2807911006,28079,11,6,4,"Entre 25.295€ y 27.760€",700,1260,235,283,214,9,10
"1246",2807911007,28079,11,7,2,"Entre 21.215€ y 23.140€",1105,2105,285,487,258,18,15
"1247",2807911010,28079,11,10,6,"Entre 31.040€ y 34.950€",465,885,265,182,139,18,10
"1248",2807911011,28079,11,11,4,"Entre 25.295€ y 27.760€",410,655,145,167,131,5,0
"1249",2807911012,28079,11,12,2,"Entre 21.215€ y 23.140€",1210,2245,270,478,257,28,15
"1250",2807911013,28079,11,13,3,"Entre 23.140€ y 25.295€",640,1455,250,361,203,24,55
"1251",2807911015,28079,11,15,2,"Entre 21.215€ y 23.140€",805,1630,115,334,203,24,0
"1252",2807911016,28079,11,16,2,"Entre 21.215€ y 23.140€",680,980,185,223,196,8,0
"1253",2807911017,28079,11,17,1,"Menos de 21.215€",725,1450,80,258,154,7,10
"1254",2807911018,28079,11,18,3,"Entre 23.140€ y 25.295€",350,805,65,158,83,11,40
"1255",2807911019,28079,11,19,5,"Entre 27.760€ y 31.040€",420,1070,125,151,102,13,70
"1256",2807911021,28079,11,21,2,"Entre 21.215€ y 23.140€",655,1370,155,297,180,39,40
"1257",2807911022,28079,11,22,5,"Entre 27.760€ y 31.040€",800,1395,345,367,162,24,10
"1258",2807911023,28079,11,23,2,"Entre 21.215€ y 23.140€",565,1055,70,324,169,12,30
"1259",2807911024,28079,11,24,2,"Entre 21.215€ y 23.140€",570,1315,175,319,195,11,0
"1260",2807911025,28079,11,25,5,"Entre 27.760€ y 31.040€",490,780,175,309,181,37,0
"1261",2807911026,28079,11,26,4,"Entre 25.295€ y 27.760€",995,1665,275,509,271,77,10
"1262",2807911028,28079,11,28,7,"Entre 34.950€ y 39.755€",310,795,190,231,181,23,0
"1263",2807911029,28079,11,29,3,"Entre 23.140€ y 25.295€",365,825,175,197,150,23,0
"1264",2807911030,28079,11,30,3,"Entre 23.140€ y 25.295€",480,1410,345,186,123,17,35
"1265",2807911031,28079,11,31,6,"Entre 31.040€ y 34.950€",555,1165,310,165,217,7,10
"1266",2807911032,28079,11,32,3,"Entre 23.140€ y 25.295€",635,1080,160,340,203,60,10
"1267",2807911033,28079,11,33,3,"Entre 23.140€ y 25.295€",550,1060,145,437,176,134,10
"1268",2807911034,28079,11,34,3,"Entre 23.140€ y 25.295€",455,610,100,266,138,48,0
"1269",2807911035,28079,11,35,3,"Entre 23.140€ y 25.295€",540,1020,120,262,122,52,10
"1270",2807911036,28079,11,36,3,"Entre 23.140€ y 25.295€",480,620,60,335,127,52,0
"1271",2807911037,28079,11,37,3,"Entre 23.140€ y 25.295€",605,1220,190,328,146,21,25
"1272",2807911038,28079,11,38,3,"Entre 23.140€ y 25.295€",535,775,155,235,166,22,10
"1273",2807911039,28079,11,39,4,"Entre 25.295€ y 27.760€",840,1245,325,556,149,17,10
"1274",2807911040,28079,11,40,1,"Menos de 21.215€",305,625,70,234,123,4,0
"1275",2807911041,28079,11,41,1,"Menos de 21.215€",680,1770,140,369,141,49,0
"1276",2807911042,28079,11,42,3,"Entre 23.140€ y 25.295€",855,1160,150,349,145,22,0
"1277",2807911043,28079,11,43,4,"Entre 25.295€ y 27.760€",535,910,215,238,176,13,0
"1278",2807911044,28079,11,44,7,"Entre 34.950€ y 39.755€",995,2775,700,372,158,9,100
"1279",2807911045,28079,11,45,6,"Entre 31.040€ y 34.950€",305,575,200,146,123,4,0
"1280",2807911046,28079,11,46,4,"Entre 25.295€ y 27.760€",420,620,135,188,141,17,0
"1281",2807911047,28079,11,47,3,"Entre 23.140€ y 25.295€",695,1195,220,332,169,31,0
"1282",2807911048,28079,11,48,1,"Menos de 21.215€",505,1075,30,355,143,3,10
"1283",2807911049,28079,11,49,5,"Entre 27.760€ y 31.040€",860,1900,475,429,269,11,10
"1284",2807911050,28079,11,50,5,"Entre 27.760€ y 31.040€",710,1470,365,248,193,5,35
"1285",2807911051,28079,11,51,6,"Entre 31.040€ y 34.950€",465,1020,310,297,256,10,0
"1286",2807911054,28079,11,54,1,"Menos de 21.215€",465,1985,235,248,112,13,40
"1287",2807911055,28079,11,55,2,"Entre 21.215€ y 23.140€",555,1260,145,374,176,3,35
"1288",2807911056,28079,11,56,2,"Entre 21.215€ y 23.140€",565,1460,55,282,145,8,10
"1289",2807911057,28079,11,57,2,"Entre 21.215€ y 23.140€",540,980,75,243,109,4,15
"1290",2807911058,28079,11,58,4,"Entre 25.295€ y 27.760€",390,960,80,200,94,3,0
"1291",2807911059,28079,11,59,2,"Entre 21.215€ y 23.140€",785,1945,435,339,142,25,0
"1292",2807911060,28079,11,60,4,"Entre 25.295€ y 27.760€",710,1455,360,258,185,7,10
"1293",2807911061,28079,11,61,2,"Entre 21.215€ y 23.140€",440,835,180,265,94,8,10
"1294",2807911062,28079,11,62,1,"Menos de 21.215€",715,1410,325,466,147,9,0
"1295",2807911063,28079,11,63,4,"Entre 25.295€ y 27.760€",980,2050,330,488,263,59,95
"1296",2807911065,28079,11,65,5,"Entre 27.760€ y 31.040€",730,1595,370,387,185,15,10
"1297",2807911066,28079,11,66,1,"Menos de 21.215€",320,830,15,144,88,0,0
"1298",2807911067,28079,11,67,6,"Entre 31.040€ y 34.950€",1705,3510,1140,933,235,109,40
"1299",2807911068,28079,11,68,3,"Entre 23.140€ y 25.295€",505,1205,165,292,177,56,40
"1300",2807911069,28079,11,69,3,"Entre 23.140€ y 25.295€",960,2435,230,515,286,41,10
"1301",2807911070,28079,11,70,3,"Entre 23.140€ y 25.295€",695,1270,170,534,196,21,0
"1302",2807911071,28079,11,71,2,"Entre 21.215€ y 23.140€",955,2115,200,404,207,10,50
"1303",2807911072,28079,11,72,1,"Menos de 21.215€",745,1245,180,338,186,12,15
"1304",2807911073,28079,11,73,2,"Entre 21.215€ y 23.140€",580,1210,160,345,173,26,10
"1305",2807911074,28079,11,74,2,"Entre 21.215€ y 23.140€",390,905,55,219,105,19,10
"1306",2807911075,28079,11,75,5,"Entre 27.760€ y 31.040€",400,1025,140,165,158,6,10
"1307",2807911078,28079,11,78,3,"Entre 23.140€ y 25.295€",580,980,330,403,181,45,10
"1308",2807911079,28079,11,79,3,"Entre 23.140€ y 25.295€",435,935,155,253,116,25,15
"1309",2807911080,28079,11,80,1,"Menos de 21.215€",595,1205,185,485,195,28,25
"1310",2807911081,28079,11,81,2,"Entre 21.215€ y 23.140€",855,1570,280,474,230,41,15
"1311",2807911082,28079,11,82,3,"Entre 23.140€ y 25.295€",470,775,70,293,140,65,0
"1312",2807911083,28079,11,83,2,"Entre 21.215€ y 23.140€",570,1300,35,215,103,27,10
"1313",2807911084,28079,11,84,3,"Entre 23.140€ y 25.295€",315,495,35,201,100,49,0
"1314",2807911085,28079,11,85,3,"Entre 23.140€ y 25.295€",645,1095,130,301,174,18,10
"1315",2807911086,28079,11,86,3,"Entre 23.140€ y 25.295€",500,665,130,270,171,15,0
"1316",2807911087,28079,11,87,2,"Entre 21.215€ y 23.140€",615,1155,210,392,171,25,10
"1317",2807911088,28079,11,88,2,"Entre 21.215€ y 23.140€",1145,2155,470,393,183,0,50
"1318",2807911089,28079,11,89,2,"Entre 21.215€ y 23.140€",1065,1770,290,453,273,43,10
"1319",2807911091,28079,11,91,2,"Entre 21.215€ y 23.140€",845,2025,230,368,192,27,65
"1320",2807911092,28079,11,92,3,"Entre 23.140€ y 25.295€",575,1055,190,282,149,14,15
"1321",2807911093,28079,11,93,7,"Entre 34.950€ y 39.755€",490,1145,220,186,264,1,25
"1322",2807911094,28079,11,94,9,"Entre  46.300€ y 58.390€",635,1670,610,206,287,9,20
"1323",2807911095,28079,11,95,8,"Entre 39.755€ y 46.300€",520,1250,195,185,157,7,35
"1324",2807911096,28079,11,96,7,"Entre 34.950€ y 39.755€",440,920,260,166,200,1,20
"1325",2807911097,28079,11,97,5,"Entre 27.760€ y 31.040€",530,1035,260,241,226,0,10
"1326",2807911098,28079,11,98,6,"Entre 31.040€ y 34.950€",735,1600,250,297,249,2,30
"1327",2807911099,28079,11,99,6,"Entre 31.040€ y 34.950€",520,1210,165,185,191,4,35
"1328",2807911100,28079,11,100,4,"Entre 25.295€ y 27.760€",830,2075,370,399,250,6,10
"1329",2807911101,28079,11,101,5,"Entre 27.760€ y 31.040€",725,1460,145,367,220,24,25
"1330",2807911102,28079,11,102,3,"Entre 23.140€ y 25.295€",630,1690,320,312,183,15,25
"1331",2807911103,28079,11,103,3,"Entre 23.140€ y 25.295€",555,1215,245,386,196,25,10
"1332",2807911104,28079,11,104,5,"Entre 27.760€ y 31.040€",475,905,105,282,165,26,10
"1333",2807911105,28079,11,105,3,"Entre 23.140€ y 25.295€",385,440,20,218,135,9,0
"1334",2807911106,28079,11,106,4,"Entre 25.295€ y 27.760€",450,1090,180,192,126,33,35
"1335",2807911107,28079,11,107,5,"Entre 27.760€ y 31.040€",560,1205,255,266,210,47,45
"1336",2807911108,28079,11,108,3,"Entre 23.140€ y 25.295€",450,850,95,303,190,47,25
"1337",2807911109,28079,11,109,2,"Entre 21.215€ y 23.140€",580,1325,270,331,200,79,0
"1338",2807911110,28079,11,110,3,"Entre 23.140€ y 25.295€",405,600,100,288,133,43,0
"1339",2807911111,28079,11,111,2,"Entre 21.215€ y 23.140€",535,1055,255,284,128,29,0
"1340",2807911112,28079,11,112,4,"Entre 25.295€ y 27.760€",515,1110,285,271,195,34,0
"1341",2807911113,28079,11,113,4,"Entre 25.295€ y 27.760€",800,1860,175,420,165,85,90
"1342",2807911114,28079,11,114,4,"Entre 25.295€ y 27.760€",775,1985,210,324,156,16,15
"1343",2807911115,28079,11,115,4,"Entre 25.295€ y 27.760€",760,1470,210,484,189,37,10
"1344",2807911116,28079,11,116,2,"Entre 21.215€ y 23.140€",485,1215,140,209,107,11,10
"1345",2807911117,28079,11,117,1,"Menos de 21.215€",835,1495,130,425,166,26,10
"1346",2807911118,28079,11,118,2,"Entre 21.215€ y 23.140€",620,1175,85,295,139,9,0
"1347",2807911119,28079,11,119,1,"Menos de 21.215€",580,1170,200,338,129,26,20
"1348",2807911120,28079,11,120,2,"Entre 21.215€ y 23.140€",625,1340,140,290,122,13,10
"1349",2807911121,28079,11,121,1,"Menos de 21.215€",650,1300,185,340,161,25,20
"1350",2807911122,28079,11,122,1,"Menos de 21.215€",585,1055,60,290,124,35,10
"1351",2807911123,28079,11,123,5,"Entre 27.760€ y 31.040€",215,250,0,177,338,0,0
"1352",2807911124,28079,11,124,4,"Entre 25.295€ y 27.760€",770,1780,175,404,162,17,10
"1353",2807911125,28079,11,125,5,"Entre 27.760€ y 31.040€",745,1605,325,389,160,7,15
"1354",2807911126,28079,11,126,4,"Entre 25.295€ y 27.760€",1470,2875,490,836,216,34,60
"1355",2807911128,28079,11,128,1,"Menos de 21.215€",385,1025,50,245,118,31,15
"1356",2807911129,28079,11,129,1,"Menos de 21.215€",255,405,0,241,112,2,0
"1357",2807911130,28079,11,130,1,"Menos de 21.215€",750,1470,145,382,211,1,10
"1358",2807911131,28079,11,131,1,"Menos de 21.215€",525,1325,20,240,120,0,10
"1359",2807911132,28079,11,132,1,"Menos de 21.215€",420,740,25,232,105,3,0
"1360",2807911133,28079,11,133,4,"Entre 25.295€ y 27.760€",510,1160,240,216,160,0,0
"1361",2807911134,28079,11,134,2,"Entre 21.215€ y 23.140€",455,1250,175,190,128,5,0
"1362",2807911135,28079,11,135,4,"Entre 25.295€ y 27.760€",525,1795,180,215,132,1,0
"1363",2807911136,28079,11,136,4,"Entre 25.295€ y 27.760€",585,1130,245,279,174,3,35
"1364",2807911137,28079,11,137,6,"Entre 31.040€ y 34.950€",905,2340,710,536,229,9,30
"1365",2807911138,28079,11,138,3,"Entre 23.140€ y 25.295€",380,940,80,282,106,4,0
"1366",2807911139,28079,11,139,3,"Entre 23.140€ y 25.295€",505,955,110,314,244,8,20
"1367",2807911140,28079,11,140,2,"Entre 21.215€ y 23.140€",745,1430,165,457,182,32,35
"1368",2807911141,28079,11,141,5,"Entre 27.760€ y 31.040€",615,1240,360,297,162,15,10
"1369",2807911142,28079,11,142,4,"Entre 25.295€ y 27.760€",295,630,195,183,102,2,0
"1370",2807911143,28079,11,143,2,"Entre 21.215€ y 23.140€",695,1400,185,297,201,5,25
"1371",2807911145,28079,11,145,3,"Entre 23.140€ y 25.295€",590,1260,115,257,208,8,0
"1372",2807911146,28079,11,146,3,"Entre 23.140€ y 25.295€",820,1905,110,316,239,5,25
"1373",2807911147,28079,11,147,5,"Entre 27.760€ y 31.040€",865,2100,350,300,232,0,45
"1374",2807911148,28079,11,148,4,"Entre 25.295€ y 27.760€",990,2045,395,731,190,10,40
"1375",2807911149,28079,11,149,3,"Entre 23.140€ y 25.295€",515,1075,120,193,179,8,0
"1376",2807911150,28079,11,150,5,"Entre 27.760€ y 31.040€",550,1480,80,277,122,2,10
"1377",2807911151,28079,11,151,2,"Entre 21.215€ y 23.140€",540,1175,120,260,122,0,35
"1378",2807911152,28079,11,152,4,"Entre 25.295€ y 27.760€",1100,2480,340,603,226,14,40
"1379",2807911153,28079,11,153,3,"Entre 23.140€ y 25.295€",695,1570,195,415,204,8,10
"1380",2807911154,28079,11,154,2,"Entre 21.215€ y 23.140€",600,1360,140,307,121,13,10
"1381",2807911155,28079,11,155,5,"Entre 27.760€ y 31.040€",1070,2675,420,873,115,13,35
"1382",2807911156,28079,11,156,7,"Entre 34.950€ y 39.755€",1010,2645,720,1006,56,16,50
"1383",2807911157,28079,11,157,1,"Menos de 21.215€",495,1250,160,228,159,14,0
"1384",2807911158,28079,11,158,1,"Menos de 21.215€",355,1005,80,267,124,11,65
"1385",2807911159,28079,11,159,1,"Menos de 21.215€",220,535,75,117,90,18,0
"1386",2807911160,28079,11,160,1,"Menos de 21.215€",370,1010,0,180,119,4,0
"1387",2807911161,28079,11,161,1,"Menos de 21.215€",345,645,25,318,128,36,0
"1388",2807911162,28079,11,162,2,"Entre 21.215€ y 23.140€",325,515,45,176,119,8,0
"1389",2807911163,28079,11,163,6,"Entre 31.040€ y 34.950€",655,1655,375,273,252,6,20
"1390",2807911165,28079,11,165,4,"Entre 25.295€ y 27.760€",740,1795,185,346,281,41,10
"1391",2807911167,28079,11,167,4,"Entre 25.295€ y 27.760€",515,970,175,260,152,27,0
"1392",2807911168,28079,11,168,4,"Entre 25.295€ y 27.760€",375,725,80,232,185,20,10
"1393",2807911169,28079,11,169,2,"Entre 21.215€ y 23.140€",1285,2855,300,642,306,65,65
"1394",2807911170,28079,11,170,2,"Entre 21.215€ y 23.140€",435,1225,125,250,105,18,0
"1395",2807911171,28079,11,171,1,"Menos de 21.215€",385,835,55,234,89,22,30
"1396",2807911173,28079,11,173,2,"Entre 21.215€ y 23.140€",525,1045,110,295,160,10,0
"1397",2807911174,28079,11,174,4,"Entre 25.295€ y 27.760€",410,830,225,198,102,9,15
"1398",2807911175,28079,11,175,3,"Entre 23.140€ y 25.295€",760,1415,235,371,214,21,25
"1399",2807911176,28079,11,176,3,"Entre 23.140€ y 25.295€",530,1275,120,281,136,11,0
"1400",2807911177,28079,11,177,3,"Entre 23.140€ y 25.295€",810,1715,320,489,319,21,15
"1401",2807911178,28079,11,178,2,"Entre 21.215€ y 23.140€",385,760,55,180,117,8,0
"1402",2807911179,28079,11,179,5,"Entre 27.760€ y 31.040€",460,965,200,220,122,2,0
"1403",2807911180,28079,11,180,1,"Menos de 21.215€",320,900,10,269,134,5,10
"1404",2807911181,28079,11,181,5,"Entre 27.760€ y 31.040€",620,1205,295,169,188,6,0
"1405",2807911182,28079,11,182,8,"Entre 39.755€ y 46.300€",1120,3000,870,941,131,45,0
"1406",2807911183,28079,11,183,8,"Entre 39.755€ y 46.300€",1080,2695,855,973,75,39,75
"1407",2807911184,28079,11,184,8,"Entre 39.755€ y 46.300€",610,1360,435,190,146,2,25
"1408",2807911185,28079,11,185,7,"Entre 34.950€ y 39.755€",765,1545,360,341,203,0,35
"1409",2807911186,28079,11,186,5,"Entre 27.760€ y 31.040€",755,1725,270,755,58,1,25
"1410",2807911187,28079,11,187,7,"Entre 34.950€ y 39.755€",1320,2990,695,1020,91,5,40
"1411",2807911188,28079,11,188,8,"Entre 39.755€ y 46.300€",825,2275,670,749,59,20,75
"1412",2807911189,28079,11,189,5,"Entre 27.760€ y 31.040€",890,2675,285,922,54,2,0
"1413",2807911190,28079,11,190,7,"Entre 34.950€ y 39.755€",1420,3240,1065,1316,87,11,75
"1414",2807911191,28079,11,191,7,"Entre 34.950€ y 39.755€",895,2310,655,978,47,3,0
"1415",2807911192,28079,11,192,7,"Entre 34.950€ y 39.755€",1090,2095,630,1215,71,41,10
"1416",2807911193,28079,11,193,3,"Entre 23.140€ y 25.295€",640,1220,240,380,165,9,0
"1417",2807911194,28079,11,194,7,"Entre 34.950€ y 39.755€",415,1085,380,393,43,9,25
"1418",2807912001,28079,12,1,4,"Entre 25.295€ y 27.760€",340,850,25,111,85,0,80
"1419",2807912002,28079,12,2,4,"Entre 25.295€ y 27.760€",395,880,110,120,150,0,30
"1420",2807912003,28079,12,3,3,"Entre 23.140€ y 25.295€",500,905,125,195,273,1,0
"1421",2807912005,28079,12,5,3,"Entre 23.140€ y 25.295€",570,1180,55,164,225,0,25
"1422",2807912006,28079,12,6,3,"Entre 23.140€ y 25.295€",270,545,30,136,162,0,10
"1423",2807912007,28079,12,7,4,"Entre 25.295€ y 27.760€",750,1795,195,279,270,10,10
"1424",2807912008,28079,12,8,2,"Entre 21.215€ y 23.140€",535,1255,55,250,201,9,0
"1425",2807912009,28079,12,9,2,"Entre 21.215€ y 23.140€",295,840,25,258,190,2,20
"1426",2807912010,28079,12,10,2,"Entre 21.215€ y 23.140€",480,1170,200,173,137,19,0
"1427",2807912011,28079,12,11,2,"Entre 21.215€ y 23.140€",430,1010,70,194,136,11,0
"1428",2807912012,28079,12,12,2,"Entre 21.215€ y 23.140€",435,1165,35,222,143,8,15
"1429",2807912013,28079,12,13,3,"Entre 23.140€ y 25.295€",355,710,25,198,132,4,35
"1430",2807912014,28079,12,14,3,"Entre 23.140€ y 25.295€",405,1200,190,212,94,1,50
"1431",2807912015,28079,12,15,1,"Menos de 21.215€",540,1750,45,260,169,2,15
"1432",2807912016,28079,12,16,4,"Entre 25.295€ y 27.760€",695,1820,260,513,165,20,0
"1433",2807912018,28079,12,18,1,"Menos de 21.215€",530,1290,10,351,171,16,0
"1434",2807912019,28079,12,19,1,"Menos de 21.215€",225,505,10,255,129,14,0
"1435",2807912020,28079,12,20,1,"Menos de 21.215€",365,880,60,266,147,11,0
"1436",2807912021,28079,12,21,3,"Entre 23.140€ y 25.295€",245,585,60,157,119,24,0
"1437",2807912022,28079,12,22,1,"Menos de 21.215€",220,470,25,169,128,22,0
"1438",2807912023,28079,12,23,1,"Menos de 21.215€",510,1485,95,287,167,50,0
"1439",2807912024,28079,12,24,4,"Entre 25.295€ y 27.760€",695,1885,395,592,116,45,45
"1440",2807912027,28079,12,27,3,"Entre 23.140€ y 25.295€",715,1820,310,531,132,15,0
"1441",2807912028,28079,12,28,1,"Menos de 21.215€",450,945,60,196,147,2,0
"1442",2807912029,28079,12,29,1,"Menos de 21.215€",475,830,105,326,148,39,15
"1443",2807912030,28079,12,30,2,"Entre 21.215€ y 23.140€",590,1570,200,307,131,53,0
"1444",2807912031,28079,12,31,2,"Entre 21.215€ y 23.140€",395,1010,125,197,105,30,25
"1445",2807912032,28079,12,32,4,"Entre 25.295€ y 27.760€",1050,2290,260,672,328,60,25
"1446",2807912033,28079,12,33,2,"Entre 21.215€ y 23.140€",705,1690,125,312,163,9,10
"1447",2807912034,28079,12,34,2,"Entre 21.215€ y 23.140€",760,1860,320,407,117,21,35
"1448",2807912036,28079,12,36,1,"Menos de 21.215€",315,735,0,146,77,16,0
"1449",2807912037,28079,12,37,1,"Menos de 21.215€",640,1890,100,287,153,17,0
"1450",2807912039,28079,12,39,3,"Entre 23.140€ y 25.295€",560,1140,165,239,147,34,0
"1451",2807912041,28079,12,41,1,"Menos de 21.215€",355,685,65,364,231,47,0
"1452",2807912042,28079,12,42,1,"Menos de 21.215€",475,1105,10,304,134,28,0
"1453",2807912043,28079,12,43,2,"Entre 21.215€ y 23.140€",660,1625,310,287,194,116,10
"1454",2807912044,28079,12,44,2,"Entre 21.215€ y 23.140€",520,1180,100,416,170,176,30
"1455",2807912045,28079,12,45,1,"Menos de 21.215€",525,1100,105,476,154,220,0
"1456",2807912046,28079,12,46,2,"Entre 21.215€ y 23.140€",695,1245,250,504,147,272,0
"1457",2807912047,28079,12,47,1,"Menos de 21.215€",700,1745,235,350,104,167,25
"1458",2807912048,28079,12,48,2,"Entre 21.215€ y 23.140€",650,1215,115,461,176,167,0
"1459",2807912049,28079,12,49,2,"Entre 21.215€ y 23.140€",470,1195,45,385,171,156,10
"1460",2807912050,28079,12,50,2,"Entre 21.215€ y 23.140€",625,955,200,365,165,67,25
"1461",2807912051,28079,12,51,3,"Entre 23.140€ y 25.295€",540,1205,215,275,180,57,10
"1462",2807912052,28079,12,52,5,"Entre 27.760€ y 31.040€",590,1205,175,294,139,42,10
"1463",2807912053,28079,12,53,7,"Entre 34.950€ y 39.755€",910,2170,705,385,287,11,110
"1464",2807912054,28079,12,54,5,"Entre 27.760€ y 31.040€",600,925,200,313,227,10,40
"1465",2807912055,28079,12,55,3,"Entre 23.140€ y 25.295€",495,1010,160,458,186,153,55
"1466",2807912056,28079,12,56,1,"Menos de 21.215€",660,910,150,505,154,153,0
"1467",2807912057,28079,12,57,2,"Entre 21.215€ y 23.140€",905,1895,175,428,114,213,0
"1468",2807912059,28079,12,59,5,"Entre 27.760€ y 31.040€",695,1805,295,376,234,62,45
"1469",2807912061,28079,12,61,4,"Entre 25.295€ y 27.760€",955,2205,500,506,281,32,25
"1470",2807912062,28079,12,62,3,"Entre 23.140€ y 25.295€",795,1590,150,340,192,75,20
"1471",2807912064,28079,12,64,1,"Menos de 21.215€",855,1765,140,330,190,25,20
"1472",2807912065,28079,12,65,3,"Entre 23.140€ y 25.295€",500,780,85,336,146,195,0
"1473",2807912066,28079,12,66,1,"Menos de 21.215€",560,1005,140,467,120,293,30
"1474",2807912067,28079,12,67,1,"Menos de 21.215€",670,1525,310,545,153,248,35
"1475",2807912069,28079,12,69,3,"Entre 23.140€ y 25.295€",775,1645,290,320,179,112,15
"1476",2807912070,28079,12,70,6,"Entre 31.040€ y 34.950€",650,1090,190,233,178,15,35
"1477",2807912071,28079,12,71,3,"Entre 23.140€ y 25.295€",1060,1830,295,379,256,64,10
